Neighborhood,quarter,year,time,NeighNum,OffenseCount,qtr_numeric,level,pop_2010,pop_2020,age_under18_2010,age_under18_2020,age_1864_2010,age_1864_2020,age_over65_2010,age_over65_2020,median_age_2010,median_age_2020,area_sq_mile_2010,area_sq_mile_2020,pop_black_2010,pop_black_2020,pop_white_2010,pop_white_2020,pop_hispanic_2010,pop_hispanic_2020,rentburd_pct_2010,rentburd_pct_2020,home_owner_pct_2010,home_owner_pct_2020,turnout_2020,no_ged_2010,no_ged_2020,BA_or_higher_2010,BA_or_higher_2020,tree_canopy_pct_2020,poverty_rate_2010,poverty_rate_2020,expDate,pct_white_2020,pct_black_2020,pct_hispanic_2020
Mt Tabor,2015 Q1,2015,1,58,2,2015,4,10196,10751,1650,1770,7122,6914,1423,2067,41.64230346679688,43.3736457824707,1.598198652267456,1.598502159118652,225,334,9278,9630,415,669,0.5435391664505005,0.4504941701889038,0.6338299512863159,0.6293010711669922,0.8437474370002747,0.04375414177775383,0.04440253600478172,0.555317759513855,0.6054929494857788,0.3259203433990479,0.09405304491519928,0.06788419187068939,2024-02-09,0.8957306297088643,0.031066877499767463,0.06222676960282764
Multnomah,2015 Q1,2015,1,59,0,2015,4,7510,8395,1291,1486,5506,5610,714,1299,37.21694183349609,39.49721527099609,1.442823767662048,1.443088293075562,308,450,6846,7382,456,700,0.3691480755805969,0.3365598022937775,0.4862237572669983,0.5183707475662231,0.7733619213104248,0.05045616254210472,0.02273307740688324,0.5624294281005859,0.6481351256370544,0.3566880524158478,0.1597158759832382,0.08380661904811859,2024-02-09,0.8793329362715903,0.05360333531864205,0.08338296605122096
North Tabor,2015 Q1,2015,1,60,0,2015,4,5213,5506,834,817,3803,3845,575,844,37.98878860473633,40.46058654785156,0.5852351784706116,0.5853435397148132,402,394,4422,4742,332,444,0.4732678830623627,0.4171438217163086,0.4537825584411621,0.4020881652832031,0.7560122013092041,0.05132086575031281,0.0686301738023758,0.4725123643875122,0.533524215221405,0.2289240509271622,0.175095871090889,0.1459575742483139,2024-02-09,0.8612422811478387,0.071558300036324,0.08063930257900472
Northwest,2015 Q1,2015,1,61,4,2015,4,13623,18319,1098,1460,11231,14615,1294,2245,36.38750457763672,36.74131393432617,1.55819662893191,1.558461546897888,343,794,12408,15909,712,1504,0.4263969957828522,0.4501731097698212,0.2792054712772369,0.2360049933195114,0.6033301949501038,0.02140782587230206,0.02055663987994194,0.685412585735321,0.7032976746559143,0.7394087314605713,0.1647912412881851,0.1230925768613815,2024-02-09,0.8684426005786342,0.04334297723674873,0.08210055134013865
Northwest Heights,2015 Q1,2015,1,62,0,2015,4,5693,5927,1707,1533,3584,3606,402,788,40.59978103637695,44.03619003295898,1.371370315551758,1.371601939201355,127,175,4612,4466,182,323,0.1064482778310776,0.2887559235095978,0.8854044675827026,0.8634869456291199,0.8531783819198608,0.009280330501496792,5.334283923730254e-4,0.7695841193199158,0.830566942691803,0.5870721936225891,0.0182673204690218,0.02092835120856762,2024-02-09,0.7535009279568078,0.029525898430909397,0.054496372532478486
Northwest Industrial,2015 Q1,2015,1,63,1,2015,3,55523,75590,5210,8075,44498,55717,5815,11798,38.89575576782227,40.60721969604492,30.89059988828376,31.47030590986833,2143,3801,48140,63314,2738,6122,0.486264169216156,0.4633666276931763,0.3555013835430145,0.3424146175384521,0.6233553886413574,0.03769248723983765,0.03384105488657951,0.6424113512039185,0.6791003942489624,0.5522142648696899,0.1769092679023743,0.1453332901000977,2024-02-09,0.8375975658155841,0.05028442915729594,0.08098954888212727
Old Town/Chinatown,2015 Q1,2015,1,64,1,2015,4,3893,4159,99,122,3641,3639,153,398,40.37778091430664,43.40354537963867,0.2806577980518341,0.2807061374187469,504,434,3132,3357,293,503,0.513095498085022,0.4758440852165222,0.2427135705947876,0.1552074253559113,0.3566713631153107,0.0853167474269867,0.204990416765213,0.558607280254364,0.3025221228599548,0.1132250055670738,0.2889612019062042,0.3312071561813354,2024-02-09,0.8071651839384467,0.10435200769415726,0.12094253426304401
Overlook,2015 Q1,2015,1,66,3,2015,4,6090,7229,987,1076,4645,5362,458,791,37.44049072265625,38.32625579833984,3.184040307998657,3.184558629989624,465,497,5235,6188,449,656,0.4147834479808807,0.3742731511592865,0.6020002365112305,0.4919716417789459,0.7882333993911743,0.08322493731975555,0.02780997939407825,0.4792174696922302,0.6326291561126709,0.1269525736570358,0.1367891579866409,0.07827691733837128,2024-02-09,0.8559966800387329,0.06875086457324664,0.09074560796790704
Parkrose,2015 Q1,2015,1,67,1,2015,4,6357,6253,1331,1194,4551,4376,475,682,34.93771743774414,38.12223815917969,2.009369850158691,2.00970458984375,947,1033,4158,3959,1011,1103,0.5355995297431946,0.5488036870956421,0.4966982007026672,0.5891407132148743,0.496459573507309,0.1246599107980728,0.1488422453403473,0.2156206220388412,0.2716435492038727,0.1573223173618317,0.2023545205593109,0.1554836481809616,2024-02-09,0.6331360946745562,0.16520070366224213,0.1763953302414841
Parkrose Heights,2015 Q1,2015,1,68,0,2015,4,6073,6171,1358,1169,3779,3956,937,1046,39.85465621948242,41.21404647827148,0.9736795425415039,0.9738451838493347,453,611,4628,4565,594,671,0.6311694383621216,0.4895637333393097,0.6163425445556641,0.6821227669715881,0.6901212334632874,0.1258018612861633,0.1086847186088562,0.2251238077878952,0.2823816537857056,0.210284635424614,0.07386650890111923,0.04455338418483734,2024-02-09,0.7397504456327986,0.09901150542861772,0.10873440285204991
Pearl,2015 Q1,2015,1,69,3,2015,4,5993,11019,289,848,5050,8401,654,1770,40.1361083984375,41.32660675048828,0.4454169869422913,0.4454922676086426,182,711,5276,9085,235,913,0.4840508103370667,0.3613375127315521,0.2820664644241333,0.2881582975387573,0.6212963461875916,0.05382689461112022,0.00255108973942697,0.6387547254562378,0.7496543526649475,0.07599741220474243,0.220100998878479,0.1113698929548264,2024-02-09,0.8244849804882476,0.06452491151647155,0.0828568835647518
Piedmont,2015 Q1,2015,1,70,2,2015,4,7025,7033,1338,1100,4925,5043,762,890,37.60556411743164,39.68357849121094,0.9636372327804565,1.150183439254761,1588,1041,4906,5431,743,749,0.536785364151001,0.6305797696113586,0.66191166639328,0.5610895752906799,0.7788639664649963,0.09891872853040695,0.07667337357997894,0.4323665201663971,0.5528368949890137,0.1855477541685104,0.1340594738721848,0.1359147131443024,2024-02-09,0.7722166927342529,0.1480164936726859,0.10649793829091427
Pleasant Valley,2015 Q1,2015,1,71,0,2015,4,12386,13409,3390,3126,7732,8207,1264,2075,36.56974411010742,38.30842590332031,6.691912740468979,6.694942474365234,639,1007,9532,9467,1116,1565,0.5266518592834473,0.6710641980171204,0.7670641541481018,0.736709713935852,0.6273157596588135,0.1335940659046173,0.1016595512628555,0.240465834736824,0.3124297857284546,0.3773545026779175,0.1238797232508659,0.1426106095314026,2024-02-09,0.7060183458870908,0.07509881422924901,0.11671265567902155
Portsmouth,2015 Q1,2015,1,72,3,2015,4,9650,10149,3035,2466,6017,6706,598,977,29.30427932739258,33.49660873413086,1.087768912315369,1.082287549972534,2122,2060,5825,6261,2202,2362,0.6274852752685547,0.5896608829498291,0.4301619827747345,0.5388815402984619,0.606013298034668,0.1937377601861954,0.1591602116823196,0.2360905557870865,0.3579797148704529,0.2567860186100006,0.241955429315567,0.3413829207420349,2024-02-09,0.6169080697605676,0.2029756626268598,0.2327322888954577
Powellhurst-Gilbert,2015 Q1,2015,1,73,1,2015,4,30717,33070,8797,7869,19082,21249,2839,3953,32.76080322265625,36.05202484130859,4.227553069591522,4.228308200836182,2680,3708,20618,19693,4743,5417,0.5312348008155823,0.5780891180038452,0.5022372007369995,0.5160860419273376,0.4840232133865356,0.2352483123540878,0.1593339890241623,0.1330056190490723,0.2124127447605133,0.2870382964611053,0.2529554069042206,0.1561333388090134,2024-02-09,0.5954944058058663,0.11212579377078924,0.163804052010886
Reed,2015 Q1,2015,1,74,0,2015,4,4399,4734,380,443,3353,3572,666,719,37.00999450683594,36.47856140136719,0.6795942187309265,0.6797158718109131,184,200,3864,3992,239,371,0.4453911781311035,0.4118116497993469,0.3781310319900513,0.4428634941577911,0.5825256109237671,0.04347826167941093,0.02996254712343216,0.4476218223571777,0.5173889994621277,0.294746607542038,0.1158505827188492,0.1199361383914948,2024-02-09,0.8432615124630334,0.04224757076468103,0.07836924376848331
Richmond,2015 Q1,2015,1,75,2,2015,4,11627,13508,1891,2126,8818,9949,918,1433,36.4444694519043,38.01589965820313,1.271680951118469,1.278241753578186,256,341,10527,12143,539,962,0.4185762107372284,0.4178436100482941,0.5839752554893494,0.5323757529258728,0.7876471877098083,0.04317070543766022,0.01699020899832249,0.5869521498680115,0.6659094095230103,0.2653845548629761,0.1381945013999939,0.09499010443687439,2024-02-09,0.8989487710986083,0.025244299674267102,0.0712170565590761
Rose City Park,2015 Q1,2015,1,76,1,2015,4,8958,9604,1768,1954,6393,6198,797,1451,40.10179138183594,42.24676513671875,1.196956276893616,1.197157502174377,265,363,8050,8585,351,552,0.4592228531837463,0.3911916613578796,0.6475023031234741,0.7454999089241028,0.8796155452728271,0.05075199156999588,0.02900990284979343,0.5381969809532166,0.653920590877533,0.2344049513339996,0.1006476283073425,0.05656170099973679,2024-02-09,0.8938983756768013,0.037796751353602664,0.05747605164514785
Roseway,2015 Q1,2015,1,77,0,2015,4,6353,6725,1132,1162,4575,4578,647,985,39.5218620300293,41.24189758300781,0.9211148545145988,0.9212505221366882,347,325,5396,5782,371,520,0.480951726436615,0.6589272618293762,0.7029805779457092,0.675387978553772,0.8148717880249023,0.05649914965033531,0.04807111248373985,0.4556915163993835,0.5294362306594849,0.2340433448553085,0.08368905633687973,0.05751348286867142,2024-02-09,0.8597769516728625,0.048327137546468404,0.07732342007434945
Russell,2015 Q1,2015,1,78,1,2015,4,3162,3241,641,551,1902,2083,620,607,43.0177116394043,43.60743713378906,0.7985862493515015,0.7987248301506042,188,279,2545,2431,207,316,0.2950819730758667,0.6309012770652771,0.8952250480651855,0.8321325778961182,0.7403998970985413,0.1015452519059181,0.0998137816786766,0.2268211990594864,0.3636871576309204,0.1970938444137573,0.08579842001199722,0.1292048990726471,2024-02-09,0.750077136686208,0.08608454180808392,0.09750077136686208
Sabin,2015 Q1,2015,1,79,0,2015,4,4149,4438,825,925,3028,2928,296,585,38.23518753051758,40.6583137512207,0.4705483540892601,0.4706281125545502,627,375,3384,3865,187,302,0.3825345933437347,0.3294327557086945,0.7097125053405762,0.662696897983551,0.8696271181106567,0.04673083126544952,0.02920260652899742,0.6247397661209106,0.6634380221366882,0.2960040867328644,0.1324341893196106,0.06731593608856201,2024-02-09,0.8708877872915728,0.08449752140603875,0.06804867057232988
Sellwood-Moreland,2015 Q1,2015,1,80,3,2015,4,11620,13940,2068,2402,8115,9183,1438,2355,40.11833572387695,41.43587493896484,2.081926584243774,2.082308769226074,200,316,10910,12934,524,847,0.4200593233108521,0.4018263518810272,0.4907931089401245,0.5161535143852234,0.7847744822502136,0.05079658702015877,0.03769710659980774,0.5319932103157043,0.6353785991668701,0.2806609272956848,0.15518519282341,0.1199876889586449,2024-02-09,0.9278335724533716,0.02266857962697274,0.060760401721664276
South Burlingame,2015 Q1,2015,1,81,1,2015,4,1674,1839,264,369,1251,1194,159,275,40.27664184570313,41.71234130859375,0.4251119494438171,0.4251911640167236,41,50,1558,1719,61,104,0.3914178609848022,0.3379489481449127,0.8074071407318115,0.8120701313018799,0.8902052044868469,0.008033955469727516,0.001966573297977448,0.5851921439170837,0.7325971722602844,0.3869645297527313,0.091697588562965393,0.08678796887397766,2024-02-09,0.9347471451876019,0.027188689505165852,0.05655247417074497
South Portland,2015 Q1,2015,1,82,0,2015,4,6823,10852,507,782,5585,8010,731,2059,37.04967880249023,40.92090606689453,1.702627301216125,1.702931880950928,162,441,6087,9168,333,779,0.3680753111839294,0.4146068096160889,0.4837074279785156,0.3987653851509094,0.620296835899353,0.008118672296404839,0.002915876917541027,0.6794974207878113,0.7842745780944824,0.2229934334754944,0.1305927336215973,0.1230755746364594,2024-02-09,0.8448212311094729,0.04063767047548839,0.0717840029487652
South Tabor,2015 Q1,2015,1,83,0,2015,4,5995,6633,1002,1215,4336,4524,657,894,38.80110168457031,39.48032379150391,0.7991126775741577,0.7992897629737854,204,366,4880,5412,368,610,0.3980520367622375,0.5969014167785645,0.5653772354125977,0.6777061223983765,0.7364341020584106,0.1099328994750977,0.05257371068000793,0.402810275554657,0.5263038277626038,0.2182284593582153,0.1532579809427261,0.06373223662376404,2024-02-09,0.8159203980099502,0.055178652193577565,0.09196442032262928
Southwest Hills,2015 Q1,2015,1,84,0,2015,4,7971,8527,1628,1712,4893,4953,1450,1863,46.59618377685547,45.17829895019531,2.942347588017583,2.942867279052734,85,198,7502,7749,236,463,0.5007011890411377,0.4444854259490967,0.6269415020942688,0.6302405595779419,0.9070190787315369,0.01996591314673424,0.01548788975924253,0.744834840297699,0.7554423213005066,0.5786755084991455,0.119352214038372,0.08282673358917236,2024-02-09,0.9087604081153982,0.023220358860091474,0.05429811187991087
St Johns,2015 Q1,2015,1,85,2,2015,4,12207,12843,2997,2567,8282,9038,928,1238,33.57047653198242,36.29093170166016,11.01048183441162,11.06044101715088,1514,1224,8456,9376,2660,2732,0.5457423329353333,0.5166252255439758,0.6035929322242737,0.6034284234046936,0.669844925403595,0.1470171958208084,0.06624813377857208,0.3024847209453583,0.4646490216255188,0.1631037592887878,0.2116796523332596,0.139505460858345,2024-02-09,0.7300474966908044,0.09530483531885074,0.2127228840613564
Sullivan's Gulch,2015 Q1,2015,1,86,0,2015,4,3139,4073,242,326,2283,2982,614,765,42.90312194824219,40.26467132568359,0.3189828619360924,0.3341307938098907,223,266,2765,3545,187,335,0.4319617748260498,0.41953444480896,0.3442119956016541,0.3190216422080994,0.6925540566444397,0.03662406653165817,0.01074634958058596,0.5939391851425171,0.6804441809654236,0.2079510241746902,0.1047012656927109,0.09451902657747269,2024-02-09,0.8703658237171618,0.065308126687945,0.08224895654308863
Sumner,2015 Q1,2015,1,87,2,2015,4,2136,2116,419,349,1521,1486,196,281,38.31999206542969,41.06157684326172,0.790901780128479,0.7910343408584595,200,198,1530,1565,283,339,0.6155393719673157,0.3190913200378418,0.6787267327308655,0.724126398563385,0.7074136734008789,0.1828885078430176,0.08842519670724869,0.2192937582731247,0.3412064611911774,0.1838272362947464,0.2964363694190979,0.09222730994224548,2024-02-09,0.7396030245746692,0.09357277882797732,0.16020793950850662
Sunderland,2015 Q1,2015,1,88,2,2015,4,718,738,20,25,681,689,17,24,40.85933303833008,37.00168991088867,1.677316784858704,1.76334285736084,116,94,562,558,33,84,0.3970588147640228,0.7558688521385193,0.6382978558540344,0.5092084407806396,0.1636684834957123,0.2267695516347885,0.1721294969320297,0.1193555146455765,0.06025267392396927,0.1709661334753036,0.2543356418609619,0.2592297494411469,2024-02-09,0.7560975609756098,0.12737127371273713,0.11382113821138211
Sunnyside,2015 Q1,2015,1,89,1,2015,4,7354,8251,841,997,5925,6327,588,927,36.02295303344727,37.76678085327148,0.5974557995796204,0.5975843667984009,143,237,6845,7519,376,667,0.4184400141239166,0.4131245017051697,0.3998184204101563,0.3592185080051422,0.7251171469688416,0.04238064214587212,0.0294445063918829,0.5870630145072937,0.6514999866485596,0.2628141045570374,0.1226986795663834,0.1168426647782326,2024-02-09,0.9112834807902073,0.02872379105562962,0.08083868621985214
Sylvan-Highlands,2015 Q1,2015,1,90,0,2015,4,1302,1472,285,320,803,887,214,265,44.67358016967773,43.67507171630859,1.258873105049133,1.259093046188354,24,44,1224,1335,24,97,0.3106434345245361,0.3853111267089844,0.6930150389671326,0.8571197390556335,0.9004279375076294,0.01469812914729118,1.81822179001756e-4,0.7288652658462524,0.7734012603759766,0.474202573299408,0.04361708089709282,0.03799803555011749,2024-02-09,0.9069293478260869,0.029891304347826088,0.06589673913043478
University Park,2015 Q1,2015,1,91,1,2015,4,6035,7005,651,778,4918,5602,466,625,30.60828399658203,31.03283309936523,1.320604085922241,1.320826292037964,184,246,5219,5788,348,714,0.4017917513847351,0.4048506319522858,0.6198920607566833,0.6981201171875,0.4430705010890961,0.04904259368777275,0.0202365480363369,0.4307393133640289,0.5640509128570557,0.1682836264371872,0.2925679087638855,0.2068712413311005,2024-02-09,0.8262669521770164,0.03511777301927195,0.10192719486081371
Vernon,2015 Q1,2015,1,92,0,2015,4,2627,2932,411,516,2058,2169,157,248,32.87596130371094,36.03586196899414,0.2973780632019043,0.2974242269992828,694,566,1834,2238,183,247,0.5036610960960388,0.3819582462310791,0.6612103581428528,0.6656820774078369,0.7573733925819397,0.05241932347416878,0.02903643436729908,0.5419910550117493,0.6528763771057129,0.2207036316394806,0.1703227013349533,0.083946332335472107,2024-02-09,0.7633015006821282,0.19304229195088676,0.08424283765347886
West Portland Park,2015 Q1,2015,1,93,1,2015,4,3909,4080,882,873,2707,2688,320,519,34.99346160888672,37.60195541381836,0.7294178605079651,0.7295553088188171,363,537,3174,3211,293,303,0.4514023959636688,0.5589097142219543,0.5050603747367859,0.5075711011886597,0.7031758427619934,0.03619595617055893,0.08466331660747528,0.4675825536251068,0.5141309499740601,0.3805250227451324,0.1049899235367775,0.08367188274860382,2024-02-09,0.7870098039215686,0.13161764705882353,0.07426470588235294
Wilkes,2015 Q1,2015,1,94,2,2015,4,8781,9297,1779,1684,4755,5122,2246,2491,45.89729309082031,46.26540756225586,3.082134326919913,3.082625150680542,978,1307,6072,5990,849,1246,0.4841938614845276,0.6033138632774353,0.7647069096565247,0.709385871887207,0.6552425622940063,0.1378371566534042,0.113030806183815,0.2218800634145737,0.2968727052211761,0.198000356554985,0.2074391692876816,0.148566409945488,2024-02-09,0.6442938582338389,0.14058298375820158,0.1340217274389588
Woodland Park,2015 Q1,2015,1,95,0,2015,4,222,254,39,46,165,171,17,37,36.96172332763672,38.01496887207031,0.04797367006540298,0.04798193275928497,11,34,159,185,23,26,0.7488300204277039,0.44921875,0.5437722206115723,0.6379066705703735,0.836709201335907,0.1555075496435165,0.1109715327620506,0.190928727388382,0.31323283910751343,0.2380200326442719,0.06879141926765442,0.05242660269141197,2024-02-09,0.7283464566929134,0.13385826771653545,0.10236220472440945
Woodlawn,2015 Q1,2015,1,96,2,2015,4,4934,5145,992,786,3563,3834,379,525,34.32918548583984,37.67862319946289,0.732248067855835,0.7323684096336365,1596,1100,3014,3768,567,505,0.5655041933059692,0.3388392925262451,0.6479648947715759,0.6857608556747437,0.8327972888946533,0.0691746324300766,0.02924428321421146,0.4492519497871399,0.6007648706436157,0.1828510016202927,0.160601869225502,0.1063939854502678,2024-02-09,0.7323615160349854,0.21379980563654033,0.09815354713313897
