Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,OffenseCount
,25-X6027999,Person,Lloyd,1/22/2025,1909,Assault Offenses,Simple Assault,,,,,1/22/2025,1
,25-X6028000,Society,Creston-Kenilworth,1/28/2023,0000,Pornography/Obscene Material,Pornography/Obscene Material,,,,,1/23/2025,1
,25-X6028080,Person,Other,1/22/2025,2334,Assault Offenses,Simple Assault,,,,,1/22/2025,1
,25-X6028088,Person,St Johns,1/23/2025,0940,Assault Offenses,Simple Assault,,,,,1/23/2025,1
,25-X6028092,Property,Kenton,1/23/2025,0827,Larceny Offenses,Theft From Building,,,,,1/23/2025,1
,25-X6028187,Person,Mt Scott-Arleta,1/22/2025,1253,Assault Offenses,Aggravated Assault,,,,,1/22/2025,1
,25-X6028259,Person,Lents,1/23/2025,0800,Assault Offenses,Simple Assault,,,,,1/23/2025,1
,25-X6028322,Person,Hazelwood,1/23/2025,0042,Homicide Offenses,Murder and Non-negligent Manslaughter,,,,,1/23/2025,1
,25-X6028365,Person,Brentwood-Darlington,1/23/2025,1204,Assault Offenses,Simple Assault,,,,,1/23/2025,1
,25-X6028367,Person,Northwest,1/23/2025,2020,Assault Offenses,Simple Assault,,,,,1/23/2025,1
,25-X6028392,Person,Northwest,1/22/2025,2200,Assault Offenses,Simple Assault,,,,,1/23/2025,1
,25-X6028421,Person,Mill Park,1/24/2025,0034,Assault Offenses,Aggravated Assault,,,,,1/24/2025,1
,25-X6028538,Person,Powellhurst-Gilbert,1/24/2025,1058,Assault Offenses,Simple Assault,,,,,1/24/2025,1
,25-X6028545,Person,Centennial,1/24/2025,0008,Assault Offenses,Simple Assault,,,,,1/24/2025,1
,25-X6028595,Person,Mt Scott-Arleta,1/23/2025,1551,Assault Offenses,Intimidation,,,,,1/23/2025,1
,25-X6028615,Person,Hazelwood,1/24/2025,1725,Assault Offenses,Aggravated Assault,,,,,1/24/2025,3
,25-X6028626,Property,Centennial,1/24/2025,1810,Robbery,Robbery,,,,,1/24/2025,1
,25-X6028627,Person,Sabin,1/24/2025,1418,Assault Offenses,Simple Assault,,,,,1/24/2025,1
,25-X6028629,Person,Goose Hollow,1/24/2025,1442,Assault Offenses,Intimidation,,,,,1/24/2025,1
,25-X6028631,Person,Creston-Kenilworth,1/24/2025,1825,Sex Offenses,Rape,,,,,1/24/2025,1
,25-X6028637,Person,Pearl,1/24/2025,1541,Assault Offenses,Simple Assault,,,,,1/24/2025,1
,25-X6028666,Person,Hazelwood,1/24/2025,2328,Assault Offenses,Aggravated Assault,,,,,1/25/2025,1
,25-X6028674,Person,Kerns,1/25/2025,0120,Assault Offenses,Aggravated Assault,,,,,1/25/2025,2
,25-X6028685,Person,Overlook,1/17/2025,1712,Assault Offenses,Simple Assault,,,,,1/17/2025,2
,25-X6028687,Person,Kenton,1/23/2025,1938,Assault Offenses,Aggravated Assault,,,,,1/23/2025,1
,25-X6028687,Person,Kenton,1/23/2025,1938,Kidnapping/Abduction,Kidnapping/Abduction,,,,,1/23/2025,1
,25-X6028687,Society,Kenton,1/23/2025,1938,Animal Cruelty Offenses,Animal Cruelty,,,,,1/23/2025,1
,25-X6028688,Person,Eliot,1/24/2025,2345,Assault Offenses,Aggravated Assault,,,,,1/24/2025,1
,25-X6028692,Person,St Johns,1/25/2025,1020,Assault Offenses,Simple Assault,,,,,1/25/2025,1
,25-X6028748,Property,Glenfair,1/25/2025,1641,Vandalism,Vandalism,,,,,1/25/2025,1
,25-X6028775,Person,Mt Scott-Arleta,1/25/2025,2344,Assault Offenses,Simple Assault,,,,,1/26/2025,1
,25-X6028791,Person,Hayhurst,1/2/2025,0001,Sex Offenses,Fondling,,,,,1/23/2025,1
,25-X6028792,Person,Boise,1/22/2025,1300,Sex Offenses,Fondling,,,,,1/23/2025,1
,25-X6028826,Person,Mill Park,1/14/2025,1538,Assault Offenses,Aggravated Assault,,,,,1/14/2025,1
,25-X6028826,Property,Mill Park,1/14/2025,1538,Vandalism,Vandalism,,,,,1/14/2025,1
,25-X6028828,Property,Centennial,1/14/2025,1540,Burglary,Burglary,,,,,1/14/2025,1
,25-X6028828,Property,Centennial,1/14/2025,1540,Vandalism,Vandalism,,,,,1/14/2025,1
,25-X6028864,Person,Centennial,1/26/2025,0847,Assault Offenses,Simple Assault,,,,,1/26/2025,1
,25-X6028865,Person,Powellhurst-Gilbert,1/26/2025,1004,Assault Offenses,Simple Assault,,,,,1/26/2025,1
,25-X6028959,Property,Parkrose,6/1/2024,1002,Fraud Offenses,False Pretenses/Swindle/Confidence Game,,,,,1/3/2025,1
,25-X6028975,Person,Lents,1/26/2025,1755,Assault Offenses,Simple Assault,,,,,1/26/2025,1
,25-X6028975,Person,Lents,1/26/2025,1755,Kidnapping/Abduction,Kidnapping/Abduction,,,,,1/26/2025,1
,25-X6028981,Property,Old Town/Chinatown,1/26/2025,0913,Robbery,Robbery,,,,,1/26/2025,1
,25-X6029003,Person,Madison South,1/26/2025,2230,Assault Offenses,Simple Assault,,,,,1/26/2025,1
,25-X6029019,Person,Northwest,1/26/2025,0158,Assault Offenses,Simple Assault,,,,,1/26/2025,1
,25-X6029029,Person,Kerns,1/26/2025,2141,Assault Offenses,Simple Assault,,,,,1/26/2025,1
,25-X6029031,Person,Brooklyn,1/25/2025,1940,Assault Offenses,Simple Assault,,,,,1/25/2025,1
,25-X6029394,Person,Powellhurst-Gilbert,1/26/2025,1529,Sex Offenses,Rape,,,,,1/26/2025,1
,25-X6029401,Person,Lloyd,1/25/2025,1859,Assault Offenses,Simple Assault,,,,,1/25/2025,1
,25-X6029406,Person,Kerns,1/26/2025,1301,Assault Offenses,Simple Assault,,,,,1/26/2025,1
,25-X6029413,Person,Boise,1/26/2025,1345,Assault Offenses,Simple Assault,,,,,1/26/2025,1
,25-X6029444,Person,Hazelwood,1/27/2025,1244,Assault Offenses,Aggravated Assault,,,,,1/27/2025,1
,25-X6029461,Person,King,1/26/2025,1139,Assault Offenses,Simple Assault,,,,,1/26/2025,1
,25-X6029463,Person,Kenton,1/27/2025,1602,Assault Offenses,Simple Assault,,,,,1/27/2025,1
,25-X6029465,Person,Mt Scott-Arleta,1/26/2025,1605,Assault Offenses,Simple Assault,,,,,1/26/2025,1
,25-X6029467,Person,Goose Hollow,1/26/2025,2337,Assault Offenses,Simple Assault,,,,,1/26/2025,1
,25-X6029485,Person,Parkrose,1/27/2025,1338,Kidnapping/Abduction,Kidnapping/Abduction,,,,,1/27/2025,1
,25-X6029490,Person,Downtown,1/27/2025,1831,Assault Offenses,Simple Assault,,,,,1/27/2025,1
,25-X6029496,Person,Centennial,1/27/2025,1738,Assault Offenses,Intimidation,,,,,1/27/2025,2
,25-X6029505,Person,Beaumont-Wilshire,1/27/2025,2204,Assault Offenses,Simple Assault,,,,,1/27/2025,1
,25-X6029517,Person,Creston-Kenilworth,1/27/2025,2000,Assault Offenses,Simple Assault,,,,,1/27/2025,1
,25-X6029517,Property,Creston-Kenilworth,1/27/2025,2000,Vandalism,Vandalism,,,,,1/27/2025,1
,25-X6029518,Person,Woodlawn,1/28/2025,0049,Assault Offenses,Aggravated Assault,,,,,1/28/2025,1
,25-X6029519,Property,Northwest,1/27/2025,2252,Robbery,Robbery,,,,,1/27/2025,1
,25-X6029540,Person,Portsmouth,1/27/2025,2145,Assault Offenses,Simple Assault,,,,,1/27/2025,1
,25-X6029543,Person,Goose Hollow,1/27/2025,1351,Assault Offenses,Simple Assault,,,,,1/27/2025,1
,25-X6029544,Person,Parkrose Heights,1/26/2025,2232,Assault Offenses,Simple Assault,,,,,1/26/2025,1
,25-X6029573,Person,Hosford-Abernethy,1/28/2025,0522,Assault Offenses,Simple Assault,,,,,1/28/2025,1
,25-X6029711,Property,King,1/3/2025,0930,Larceny Offenses,Purse-Snatching,,,,,1/3/2025,1
,25-X6029723,Person,South Tabor,1/27/2025,1854,Assault Offenses,Aggravated Assault,,,,,1/27/2025,1
,25-X6030087,Property,Mt Scott-Arleta,1/7/2025,0948,Larceny Offenses,All Other Larceny,,,,,1/7/2025,1
,25-X6030119,Property,Pearl,1/6/2025,2100,Larceny Offenses,Theft From Motor Vehicle,,,,,1/7/2025,1
,25-X6030119,Property,Pearl,1/6/2025,2100,Vandalism,Vandalism,,,,,1/7/2025,1
,25-X6030122,Person,Lloyd,1/28/2025,1033,Assault Offenses,Simple Assault,,,,,1/28/2025,1
,25-X6030122,Society,Lloyd,1/28/2025,1033,Drug/Narcotic Offenses,Drug/Narcotic Violations,,,,,1/28/2025,1
,25-X6030145,Person,Downtown,1/28/2025,2318,Assault Offenses,Simple Assault,,,,,1/29/2025,1
,25-X6030155,Person,Parkrose Heights,1/29/2025,0108,Assault Offenses,Simple Assault,,,,,1/29/2025,1
,25-X6030174,Person,Goose Hollow,1/28/2025,0244,Assault Offenses,Simple Assault,,,,,1/28/2025,1
,25-X6030208,Person,Cully,1/26/2025,1459,Assault Offenses,Simple Assault,,,,,1/26/2025,1
,25-X6030211,Person,Hazelwood,1/16/2025,1600,Assault Offenses,Intimidation,,,,,1/16/2025,1
,25-X6030213,Person,Buckman West,1/28/2025,2109,Assault Offenses,Simple Assault,,,,,1/28/2025,2
,25-X6030214,Person,Centennial,1/29/2025,0205,Assault Offenses,Simple Assault,,,,,1/29/2025,1
,25-X6030215,Person,Northwest,1/29/2025,0258,Assault Offenses,Simple Assault,,,,,1/29/2025,1
,25-X6030237,Person,Brooklyn,1/28/2025,2200,Assault Offenses,Simple Assault,,,,,1/28/2025,1
,25-X6030239,Person,Other,1/28/2025,0834,Sex Offenses,Fondling,,,,,1/28/2025,1
,25-X6030258,Person,Pleasant Valley,1/28/2025,1754,Assault Offenses,Simple Assault,,,,,1/28/2025,1
,25-X6030271,Person,Lents,1/28/2025,1524,Assault Offenses,Simple Assault,,,,,1/28/2025,1
,25-X6030271,Property,Lents,1/28/2025,1524,Vandalism,Vandalism,,,,,1/28/2025,1
,25-X6030274,Person,Mt Scott-Arleta,1/28/2025,2245,Assault Offenses,Simple Assault,,,,,1/28/2025,1
,25-X6030337,Society,Kenton,1/29/2025,2240,Drug/Narcotic Offenses,Drug/Narcotic Violations,,,,,1/30/2025,1
,25-X6030343,Person,Cully,1/29/2025,1202,Assault Offenses,Aggravated Assault,,,,,1/29/2025,2
,25-X6030343,Property,Cully,1/29/2025,1202,Vandalism,Vandalism,,,,,1/29/2025,1
,25-X6030781,Property,Downtown,1/19/2025,1912,Larceny Offenses,All Other Larceny,,,,,1/19/2025,1
,25-X6030807,Person,Old Town/Chinatown,1/29/2025,1217,Kidnapping/Abduction,Kidnapping/Abduction,,,,,1/29/2025,1
,25-X6030818,Person,Sunnyside,7/25/2024,1500,Sex Offenses,Rape,,,,,1/28/2025,1
,25-X6030876,Property,Brooklyn,1/29/2025,2200,Robbery,Robbery,,,,,1/29/2025,1
,25-X6030925,Person,Buckman East,1/29/2025,0216,Assault Offenses,Simple Assault,,,,,1/29/2025,1
,25-X6030926,Person,Hosford-Abernethy,12/1/2019,0000,Assault Offenses,Aggravated Assault,,,,,1/29/2025,1
,25-X6030928,Person,Parkrose,1/29/2025,1600,Assault Offenses,Simple Assault,,,,,1/29/2025,1
,25-X6030930,Person,Cully,1/29/2025,1658,Assault Offenses,Simple Assault,,,,,1/29/2025,1
,25-X6030934,Person,Kenton,1/17/2025,0945,Assault Offenses,Intimidation,,,,,1/29/2025,1
,25-X6030937,Person,Glenfair,1/30/2025,0746,Assault Offenses,Simple Assault,,,,,1/30/2025,2
,25-X6030940,Person,Hazelwood,1/30/2025,1050,Assault Offenses,Simple Assault,,,,,1/30/2025,1
,25-X6030941,Person,Northwest,1/30/2025,1056,Assault Offenses,Simple Assault,,,,,1/30/2025,1
,25-X6030944,Person,Hazelwood,1/30/2025,1818,Assault Offenses,Aggravated Assault,,,,,1/30/2025,1
,25-X6030964,Person,Boise,1/30/2025,1959,Assault Offenses,Simple Assault,,,,,1/30/2025,1
,25-X6030967,Person,Glenfair,1/30/2025,1800,Assault Offenses,Aggravated Assault,,,,,1/30/2025,2
,25-X6030971,Person,Argay,1/31/2025,0216,Assault Offenses,Intimidation,,,,,1/31/2025,1
,25-X6030976,Person,Piedmont,1/30/2025,2026,Assault Offenses,Simple Assault,,,,,1/30/2025,1
,25-X6031007,Person,St Johns,1/30/2025,1910,Assault Offenses,Aggravated Assault,,,,,1/30/2025,1
,25-X6031007,Property,St Johns,1/30/2025,1910,Larceny Offenses,Theft From Building,,,,,1/30/2025,1
,25-X6031014,Person,Downtown,1/30/2025,2114,Assault Offenses,Aggravated Assault,,,,,1/30/2025,1
,25-X6031015,Person,Kenton,1/30/2025,2133,Assault Offenses,Simple Assault,,,,,1/30/2025,1
,25-X6031030,Person,Downtown,1/30/2025,2126,Sex Offenses,Rape,,,,,1/30/2025,1
,25-X6031047,Person,Pearl,1/31/2025,0451,Assault Offenses,Simple Assault,,,,,1/31/2025,1
,25-X6031060,Person,Pleasant Valley,1/29/2025,1807,Assault Offenses,Simple Assault,,,,,1/29/2025,1
,25-X6031062,Person,Pearl,1/30/2025,2040,Assault Offenses,Simple Assault,,,,,1/30/2025,1
,25-X6031111,Person,King,1/31/2025,1925,Assault Offenses,Simple Assault,,,,,1/31/2025,1
,25-X6031122,Person,Ashcreek,1/31/2025,2302,Assault Offenses,Simple Assault,,,,,1/31/2025,1
,25-X6031125,Person,Northwest,9/1/2024,1845,Assault Offenses,Aggravated Assault,,,,,1/31/2025,1
,25-X6031200,Person,Portsmouth,1/29/2025,1200,Assault Offenses,Simple Assault,,,,,1/29/2025,1
,25-X6031252,Person,Powellhurst-Gilbert,2/1/2025,1058,Assault Offenses,Simple Assault,,,,,2/1/2025,1
,25-X6031255,Person,Bridgeton,2/1/2025,0147,Assault Offenses,Aggravated Assault,,,,,2/1/2025,2
,25-X6031256,Person,Lloyd,1/31/2025,2344,Assault Offenses,Simple Assault,,,,,2/1/2025,1
,25-X6031256,Society,Lloyd,1/31/2025,2344,Animal Cruelty Offenses,Animal Cruelty,,,,,2/1/2025,1
,25-X6031257,Property,Lents,1/29/2025,1000,Burglary,Burglary,,,,,1/29/2025,1
,25-X6031257,Property,Lents,1/29/2025,1000,Vandalism,Vandalism,,,,,1/29/2025,1
,25-X6031259,Person,Russell,1/28/2025,2359,Assault Offenses,Simple Assault,,,,,1/31/2025,1
,25-X6031263,Person,Old Town/Chinatown,2/1/2025,0215,Assault Offenses,Aggravated Assault,,,,,2/1/2025,1
,25-X6031264,Person,Goose Hollow,2/1/2025,1449,Assault Offenses,Intimidation,,,,,2/1/2025,1
,25-X6031266,Person,Lents,2/1/2025,2034,Assault Offenses,Simple Assault,,,,,2/1/2025,1
,25-X6031267,Person,Kenton,2/1/2025,2039,Assault Offenses,Simple Assault,,,,,2/1/2025,1
,25-X6031271,Person,Boise,2/2/2025,0342,Assault Offenses,Simple Assault,,,,,2/2/2025,1
,25-X6031278,Person,Foster-Powell,2/1/2025,1153,Assault Offenses,Simple Assault,,,,,2/1/2025,1
,25-X6031288,Person,Buckman East,2/1/2025,1352,Assault Offenses,Aggravated Assault,,,,,2/1/2025,1
,25-X6031289,Person,Powellhurst-Gilbert,2/1/2025,1814,Assault Offenses,Simple Assault,,,,,2/1/2025,1
,25-X6031293,Property,Madison South,1/26/2025,2100,Motor Vehicle Theft,Motor Vehicle Theft,,,,,1/30/2025,1
,25-X6031302,Person,Centennial,2/1/2025,1120,Assault Offenses,Simple Assault,,,,,2/1/2025,2
,25-X6031313,Person,Hazelwood,1/29/2025,1630,Sex Offenses,Rape,,,,,1/30/2025,1
,25-X6031315,Person,Other,1/30/2025,1530,Sex Offenses,Rape,,,,,1/30/2025,1
,25-X6031317,Person,Creston-Kenilworth,2/1/2025,0215,Sex Offenses,Rape,,,,,2/1/2025,1
,25-X6031320,Person,Powellhurst-Gilbert,1/31/2025,1637,Assault Offenses,Simple Assault,,,,,1/31/2025,1
,25-X6031322,Person,Hazelwood,2/2/2025,1118,Sex Offenses,Rape,,,,,2/2/2025,1
,25-X6031338,Person,St Johns,2/2/2025,0307,Assault Offenses,Aggravated Assault,,,,,2/2/2025,1
,25-X6031338,Property,St Johns,2/2/2025,0307,Vandalism,Vandalism,,,,,2/2/2025,1
,25-X6031346,Person,Powellhurst-Gilbert,2/2/2025,1350,Assault Offenses,Simple Assault,,,,,2/2/2025,1
,25-X6031351,Person,South Portland,2/2/2025,0800,Assault Offenses,Aggravated Assault,,,,,2/2/2025,1
,25-X6031360,Person,Hosford-Abernethy,2/2/2025,1546,Assault Offenses,Aggravated Assault,,,,,2/2/2025,1
,25-X6031360,Person,Hosford-Abernethy,2/2/2025,1546,Assault Offenses,Simple Assault,,,,,2/2/2025,1
,25-X6031364,Person,Argay,2/2/2025,1442,Assault Offenses,Aggravated Assault,,,,,2/2/2025,1
,25-X6031366,Person,Cully,2/2/2025,1750,Assault Offenses,Aggravated Assault,,,,,2/2/2025,1
,25-X6031367,Person,Kerns,2/2/2025,2033,Assault Offenses,Simple Assault,,,,,2/2/2025,1
,25-X6031367,Property,Kerns,2/2/2025,2033,Vandalism,Vandalism,,,,,2/2/2025,1
,25-X6031373,Person,Multnomah,2/2/2025,1929,Assault Offenses,Simple Assault,,,,,2/2/2025,1
,25-X6031389,Person,Northwest,1/31/2025,1800,Assault Offenses,Simple Assault,,,,,1/31/2025,1
,25-X6031391,Person,Glenfair,2/1/2025,1127,Assault Offenses,Aggravated Assault,,,,,2/1/2025,1
,25-X6031393,Person,Hazelwood,2/1/2025,2010,Assault Offenses,Simple Assault,,,,,2/1/2025,1
,25-X6031395,Person,Northwest,2/1/2025,2358,Assault Offenses,Aggravated Assault,,,,,2/1/2025,1
,25-X6031408,Person,Lents,2/2/2025,1218,Assault Offenses,Simple Assault,,,,,2/2/2025,1
,25-X6031409,Property,Hollywood,1/31/2025,1607,Motor Vehicle Theft,Motor Vehicle Theft,,,,,1/31/2025,1
,25-X6031413,Person,Arnold Creek,2/2/2025,2016,Assault Offenses,Simple Assault,,,,,2/2/2025,1
,25-X6031415,Property,Parkrose,1/31/2025,1607,Burglary,Burglary,,,,,1/31/2025,1
,25-X6031421,Person,Boise,2/2/2025,1402,Assault Offenses,Simple Assault,,,,,2/2/2025,1
,25-X6031431,Person,Parkrose,2/2/2025,1651,Assault Offenses,Aggravated Assault,,,,,2/2/2025,1
,25-X6031444,Person,South Tabor,2/3/2025,0647,Assault Offenses,Simple Assault,,,,,2/3/2025,1
,25-X6031540,Person,Eliot,1/21/2025,0113,Sex Offenses,Rape,,,,,1/21/2025,1
,25-X6031563,Property,Sumner,2/3/2025,0442,Burglary,Burglary,,,,,2/3/2025,1
,25-X6031563,Property,Sumner,2/3/2025,0442,Vandalism,Vandalism,,,,,2/3/2025,1
,25-X6031702,Property,Overlook,1/29/2025,1610,Larceny Offenses,All Other Larceny,,,,,2/1/2025,1
,25-X6031969,Person,Buckman West,2/2/2025,1828,Assault Offenses,Simple Assault,,,,,2/2/2025,1
,25-X6031969,Property,Buckman West,2/2/2025,1828,Larceny Offenses,Theft From Building,,,,,2/2/2025,1
,25-X6031973,Person,South Tabor,1/31/2025,2331,Assault Offenses,Simple Assault,,,,,1/31/2025,1
,25-X6031973,Property,South Tabor,1/31/2025,2331,Larceny Offenses,Theft From Building,,,,,1/31/2025,1
,25-X6032156,Person,Overlook,1/19/2025,1339,Assault Offenses,Simple Assault,,,,,1/19/2025,2
,25-X6032264,Society,St Johns,1/31/2025,1442,Pornography/Obscene Material,Pornography/Obscene Material,,,,,1/31/2025,1
,25-X6032308,Person,Other,2/3/2025,1700,Assault Offenses,Aggravated Assault,,,,,2/3/2025,1
,25-X6032336,Person,Kenton,2/3/2025,2317,Assault Offenses,Aggravated Assault,,,,,2/3/2025,1
,25-X6032436,Person,Hazelwood,2/4/2025,0140,Assault Offenses,Simple Assault,,,,,2/4/2025,1
,25-X6032442,Person,Buckman West,2/4/2025,1210,Assault Offenses,Simple Assault,,,,,2/4/2025,1
,25-X6032447,Person,Roseway,2/4/2025,1659,Human Trafficking Offenses,Involuntary Servitude,,,,,2/4/2025,1
,25-X6032451,Person,Cully,2/4/2025,1955,Assault Offenses,Simple Assault,,,,,2/4/2025,2
,25-X6032467,Person,Glenfair,2/4/2025,1427,Assault Offenses,Simple Assault,,,,,2/4/2025,2
,25-X6032469,Person,Glenfair,2/4/2025,2118,Assault Offenses,Simple Assault,,,,,2/4/2025,1
,25-X6032496,Society,Eastmoreland,2/3/2025,1734,Drug/Narcotic Offenses,Drug/Narcotic Violations,,,,,2/3/2025,1
,25-X6032508,Person,King,2/4/2025,1637,Sex Offenses,Sodomy,,,,,2/4/2025,1
,25-X6032532,Person,Eliot,2/3/2025,0447,Assault Offenses,Intimidation,,,,,2/3/2025,2
,25-X6032575,Person,Buckman East,1/22/2025,1339,Assault Offenses,Simple Assault,,,,,1/22/2025,1
,25-X6032589,Person,Creston-Kenilworth,2/5/2025,0910,Assault Offenses,Aggravated Assault,,,,,2/5/2025,1
,25-X6032630,Person,South Portland,2/5/2025,2146,Assault Offenses,Aggravated Assault,,,,,2/5/2025,1
,25-X6032631,Person,Old Town/Chinatown,1/29/2025,0705,Assault Offenses,Intimidation,,,,,2/5/2025,2
,25-X6032632,Person,Pleasant Valley,2/5/2025,2103,Assault Offenses,Aggravated Assault,,,,,2/5/2025,1
,25-X6032635,Person,Concordia,2/5/2025,2319,Assault Offenses,Aggravated Assault,,,,,2/5/2025,1
,25-X6032635,Person,Concordia,2/5/2025,2319,Assault Offenses,Simple Assault,,,,,2/5/2025,1
,25-X6032645,Person,Piedmont,2/6/2025,0046,Assault Offenses,Simple Assault,,,,,2/6/2025,2
,25-X6032646,Person,Wilkes,2/5/2025,1311,Assault Offenses,Simple Assault,,,,,2/5/2025,1
,25-X6032653,Person,King,2/5/2025,2000,Assault Offenses,Intimidation,,,,,2/5/2025,1
,25-X6032737,Person,Creston-Kenilworth,2/6/2025,0345,Assault Offenses,Simple Assault,,,,,2/6/2025,1
,25-X6032753,Property,Lloyd,2/3/2025,1500,Larceny Offenses,Theft From Building,,,,,2/3/2025,1
,25-X6032761,Property,Kenton,2/6/2025,0843,Vandalism,Vandalism,,,,,2/6/2025,1
,25-X6032788,Person,Downtown,2/6/2025,1644,Assault Offenses,Simple Assault,,,,,2/6/2025,1
,25-X6032802,Person,St Johns,2/6/2025,0910,Assault Offenses,Simple Assault,,,,,2/6/2025,1
,25-X6032805,Person,Kenton,1/9/2025,1900,Assault Offenses,Simple Assault,,,,,2/6/2025,2
,25-X6032807,Person,Lents,2/6/2025,2110,Assault Offenses,Simple Assault,,,,,2/6/2025,1
,25-X6032840,Person,Centennial,2/7/2025,0150,Assault Offenses,Simple Assault,,,,,2/7/2025,1
,25-X6032873,Person,Parkrose,2/6/2025,1829,Assault Offenses,Intimidation,,,,,2/6/2025,1
,25-X6032874,Person,Powellhurst-Gilbert,2/6/2025,1440,Assault Offenses,Simple Assault,,,,,2/6/2025,1
,25-X6032889,Person,Mt Scott-Arleta,2/4/2025,1442,Assault Offenses,Intimidation,,,,,2/4/2025,1
,25-X6032892,Person,Rose City Park,2/6/2025,1754,Assault Offenses,Simple Assault,,,,,2/6/2025,1
,25-X6032895,Person,Downtown,2/6/2025,1848,Assault Offenses,Aggravated Assault,,,,,2/6/2025,1
,25-X6032897,Person,Lents,1/23/2020,1400,Assault Offenses,Aggravated Assault,,,,,1/23/2025,1
,25-X6032902,Person,Cully,2/6/2025,2048,Assault Offenses,Simple Assault,,,,,2/6/2025,1
,25-X6032954,Person,Hazelwood,2/7/2025,1416,Assault Offenses,Simple Assault,,,,,2/7/2025,1
,25-X6032959,Person,Centennial,2/7/2025,1948,Assault Offenses,Aggravated Assault,,,,,2/7/2025,1
,25-X6032970,Person,Buckman West,2/8/2025,0029,Assault Offenses,Simple Assault,,,,,2/8/2025,1
,25-X6032979,Person,Centennial,2/7/2025,2216,Assault Offenses,Simple Assault,,,,,2/7/2025,1
,25-X6032992,Person,Old Town/Chinatown,2/7/2025,1200,Sex Offenses,Rape,,,,,2/7/2025,1
,25-X6032994,Person,Powellhurst-Gilbert,2/8/2025,0106,Sex Offenses,Sexual Assault With An Object,,,,,2/8/2025,1
,25-X6033024,Person,Boise,2/7/2025,1406,Assault Offenses,Simple Assault,,,,,2/7/2025,1
,25-X6033034,Person,Buckman East,2/7/2025,1226,Assault Offenses,Aggravated Assault,,,,,2/7/2025,1
,25-X6033098,Person,Hazelwood,2/7/2025,2353,Assault Offenses,Aggravated Assault,,,,,2/8/2025,1
,25-X6033098,Person,Hazelwood,2/7/2025,2353,Sex Offenses,Statutory Rape,,,,,2/8/2025,1
,25-X6033105,Person,King,2/7/2025,0144,Assault Offenses,Simple Assault,,,,,2/7/2025,1
,25-X6033110,Person,Centennial,2/7/2025,0732,Assault Offenses,Simple Assault,,,,,2/7/2025,1
,25-X6033114,Person,Old Town/Chinatown,2/7/2025,1721,Assault Offenses,Simple Assault,,,,,2/7/2025,2
,25-X6033115,Person,St Johns,2/7/2025,1903,Assault Offenses,Simple Assault,,,,,2/7/2025,1
,25-X6033118,Person,Old Town/Chinatown,2/9/2025,0042,Assault Offenses,Simple Assault,,,,,2/9/2025,1
,25-X6033123,Person,Kenton,2/8/2025,0818,Assault Offenses,Aggravated Assault,,,,,2/8/2025,1
,25-X6033125,Person,Madison South,2/8/2025,0957,Assault Offenses,Simple Assault,,,,,2/8/2025,1
,25-X6033126,Person,Beaumont-Wilshire,2/8/2025,2353,Assault Offenses,Aggravated Assault,,,,,2/9/2025,1
,25-X6033127,Person,Lloyd,2/8/2025,1327,Assault Offenses,Aggravated Assault,,,,,2/8/2025,1
,25-X6033128,Person,St Johns,2/8/2025,1512,Assault Offenses,Simple Assault,,,,,2/8/2025,1
,25-X6033131,Person,Creston-Kenilworth,2/8/2025,1946,Assault Offenses,Simple Assault,,,,,2/8/2025,1
,25-X6033152,Person,Old Town/Chinatown,2/9/2025,0204,Sex Offenses,Fondling,,,,,2/9/2025,1
,25-X6033231,Person,Madison South,2/9/2025,2121,Assault Offenses,Simple Assault,,,,,2/10/2025,1
,25-X6033236,Person,Boise,2/9/2025,2142,Assault Offenses,Simple Assault,,,,,2/9/2025,1
,25-X6033240,Person,Pleasant Valley,2/9/2025,2139,Assault Offenses,Aggravated Assault,,,,,2/9/2025,1
,25-X6033259,Person,Parkrose,2/10/2025,0224,Assault Offenses,Simple Assault,,,,,2/10/2025,1
